Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Operating_System,Display_Resolution,Extracted_Rating,Battery_Life(Hours_Upto),Price,Stock,Time_Of_Extraction,URL,Source,Storage_Capacity(GB),Display_Size(Inches),RAM(GB),No_Of_Reviews,Laptop_Dimensions,Laptop_Weight(Pounds),image_src
HP,HP 11.5' Chromebook,HP 11.5' Chromebook,Intel,Celeron,SSD,Chrome OS,1366x768 Pixels,1.0,,63.99,Yes,11/4/24 18:41,https://www.amazon.com/HP-11-5-Brightview-Chromebook-Ultra-Fast/dp/B0DJN234KJ/ref=sr_1_149?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-149,Amazon,16,11.5,4,1,11.10 x 7.80 x 0.68 inches,4.18,
Dell,Latitude,3190,Intel,Pentium,SSD,Windows 10 Pro,1366x768 MP,4.1,6.0,104.0,Yes,11/4/24 18:41,https://www.amazon.com/Dell-Latitude-3190-11-6inch-Gorilla/dp/B07RXH56C5/ref=sr_1_150?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-150,Amazon,64,11.6,4,266,11.96 x 8.18 x 0.84 inches,2.79,
Dell,Dell Latitude 7420 Laptop,Dell Latitude 7420,Intel,Core i7,SSD,Windows 11 Pro,1920 x 1080 Pixels,4.2,5.0,364.99,Yes,11/4/24 18:41,https://www.amazon.com/Dell-Latitude-7420-Processor-Bluetooth/dp/B09WXZV2T2/ref=sr_1_151?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-151,Amazon,512,14.0,16,86,12.70 x 8.40 x 0.76 inches,2.66,
Dell,3100 chromebook,3180 chromebook,Intel,Celeron,SSD,Chrome OS,1366 x 768,4.1,14.0,74.77,Yes,11/4/24 18:41,https://www.amazon.com/Dell-Chromebook-3100-11-6-Touchscreen/dp/B0BK2Z5QGC/ref=sr_1_152?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-152,Amazon,32,11.6,4,317,13.00 x 9.00 x 0.60 inches,3.1,
HP,TPN-I139_4V788AV,TPN-I139_4V788AV,Intel,Core i7,SSD,Windows 11 Home,1600 x 900 Pixels,4.4,,959.52,Yes,11/4/24 18:41,https://www.amazon.com/HP-Touchscreen-Display-i7-1255U-SuperSpeed/dp/B0CKTZVB17/ref=sr_1_153?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-153,Amazon,4096,17.3,64,387,15.78 x 10.15 x 0.78 inches,4.6,
Lenovo,Lenovo V15 G4 ABP,Lenovo V15 G4 ABP,AMD,AMD Ryzen 7,SSD,Windows 11 Pro,1920 x 1080 Pixels,4.1,,699.0,Yes,11/4/24 18:42,https://www.amazon.com/Lenovo-V15-Business-Display-Numeric/dp/B0D3JLHQ8K/ref=sr_1_154?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-154,Amazon,2048,15.6,40,76,14.13 x 9.29 x 0.78 inches,3.59,
Apple,A2141,MVVJ2LL/A CR,Intel,Core i7,SSD,macOS Cheetah,3072x1920 MP,4.2,11.0,508.97,Yes,11/4/24 18:42,https://www.amazon.com/Apple-MacBook-16-Inch-Storage-2-6GHz/dp/B08CZT64VP/ref=sr_1_156?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-156,Amazon,512,16.0,16,153,14.09 x 9.68 x 0.63 inches,4.3,
HP,HP Chromebook,HP Chromebook,Intel,Celeron N,eMMC,Chrome OS,1366x768 Pixels,4.2,,177.1,Yes,11/4/24 18:42,https://www.amazon.com/HP-Chromebook-Processor-Graphics-Bluetooth/dp/B0C7MR5RDH/ref=sr_1_157?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-157,Amazon,64,14.0,4,470,12.85 x 0.72 x 8.94 inches,3.35,
HP,"HP 15.6""",Laptop,Intel,Core i5,SSD,Windows,1920 x 1080 Pixels,4.2,8.0,449.49,Yes,11/4/24 18:42,https://www.amazon.com/HP-Laptop-i5-1135G7-Processor-Anti-Glare/dp/B0BN2FG7MJ/ref=sr_1_158?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-158,Amazon,2048,15.6,16,215,15.00 x 10.00 x 4.00 inches,3.72,
HP,ProBook 450 G10,822P5UT#ABA,Intel,Core i7,SSD,Windows 11 Pro,1920 x 1080 Pixels,4.0,,749.0,Yes,11/4/24 18:42,https://www.amazon.com/HP-ProBook-450-15-6-Notebook/dp/B0C78KWS3Y/ref=sr_1_159?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-159,Amazon,512,15.6,16,5,9.20 x 14.10 x 0.78 inches,4.0,
Dell,"Dell Inspiron 15.6"" Touchscreen Laptop",Dell Inspiron Laptop,Intel,Core i7,SSD,Windows 11 Pro,1920x1080 Pixels,,,1099.99,Yes,11/4/24 18:42,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NjQ1NDA3MTI5OTI3ODQ3OjE3MzA2NzY3NDY6c3BfbXRmX2Jyb3dzZTozMDA0NDY2MjU1ODkzMDI6OjA6Og&url=%2FDell-Inspiron-Touchscreen-Laptop-Microsoft%2Fdp%2FB0C6PTN9GH%2Fref%3Dsr_1_160_sspa%3Fdib%3DeyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo%26dib_tag%3Dse%26qid%3D1730676746%26s%3Dpc%26sr%3D1-160-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,4096,15.6,32,0,14.11 x 0.75 x 9.25 inches,3.64,
Dell,dell inspiron,dell inspiron 15,Intel,Core i5,SSD,Windows 11 Pro,1920x1080 Pixels,3.8,,689.99,Yes,11/4/24 18:42,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NjQ1NDA3MTI5OTI3ODQ3OjE3MzA2NzY3NDY6c3BfbXRmX2Jyb3dzZTozMDA0NzI3MzY5NDE0MDI6OjA6Og&url=%2FDell-Touchscreen-Inspiron-Quad-Core-Processor%2Fdp%2FB0CNJRPY25%2Fref%3Dsr_1_161_sspa%3Fdib%3DeyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo%26dib_tag%3Dse%26qid%3D1730676746%26s%3Dpc%26sr%3D1-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,2048,15.6,32,49,14.11 x 9.27 x 0.72 inches,3.65,
HP,HP Chromebook,16W64UT#ABA-CR,AMD,AMD A Series,SSD,Chrome OS,1366x768 Pixels,4.1,,67.99,Yes,11/4/24 18:42,https://www.amazon.com/HP-Chromebook-Education-A4-9120C-11-6-inch/dp/B08NHSPCR6/ref=sr_1_163?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-163,Amazon,32,16.0,4,498,9.10 x 9.10 x 9.10 inches,4.0,
Lenovo,21JT,21JT,AMD,Ryzen 5,SSD,Windows 11 Pro,1920 x 1200 Pixels,4.2,,685.0,Yes,11/4/24 18:42,https://www.amazon.com/Lenovo-ThinkPad-Business-i7-1165G7-Fingerprint/dp/B0CG2PZR8R/ref=sr_1_164?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-164,Amazon,2048,16.0,24,125,14.01 x 9.75 x 0.77 inches,3.99,
Apple,MacBook Pro,"MacBook Pro 13"" - MR9Q2LL/A",Intel,Core i5,SSD,macOS,2560 x 1600 Pixels,3.9,10.0,379.0,Yes,11/4/24 18:42,https://www.amazon.com/Apple-MacBook-Pro-256GB-MR9Q2LL/dp/B07VD9XV98/ref=sr_1_165?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-165,Amazon,256,13.3,8,224,11.97 x 8.36 x 0.59 inches,3.88,
Naclud,M17S,M17S,Intel,Celeron,SSD,macOS Big Sur,1920 x 1080 Pixels,4.5,,209.99,Yes,11/4/24 18:42,https://www.amazon.com/Naclud-Computer-Notebook-i3-5005U-Expandable/dp/B0DDLD2483/ref=sr_1_166?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-166,Amazon,128,17.3,4,49,17.30 x 10.00 x 0.60 inches,4.07,
Acer,Swift Go 14,SFG14-71T-72QV,Intel,Core i7,SSD,Windows 11 Home,1920x1200,4.2,,635.9,Yes,11/4/24 18:43,https://www.amazon.com/Laptop-1920x1200-Display-i7-1355U-SFG14-71T-72QV/dp/B0BTQWR77M/ref=sr_1_167?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-167,Amazon,512,14.0,16,301,12.32 x 0.59 x 8.58 inches,2.76,
Acer,Acer Laptop,,Intel,Celeron,eMMC,Chrome OS,1366x768 Pixels,4.2,,185.0,Yes,11/4/24 18:43,https://www.amazon.com/acer-Chromebook-Display-Graphics-Bluetooth/dp/B0CLNKRXJG/ref=sr_1_168?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-168,Amazon,64,15.6,4,108,14.42 x 0.80 x 9.86 inches,3.59,
Lenovo,IdeaPad Slim 3i,83EL0048US,Intel,Core i7,SSD,Windows 11 Home,,4.3,8.0,545.0,Yes,11/4/24 18:43,https://www.amazon.com/Lenovo-IdeaPad-Slim-Lightweight-i7-13620H/dp/B0D5G1J9DV/ref=sr_1_169?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-169,Amazon,512,14.0,16,19,8.42 x 12.77 x 0.70 inches,3.01,
Dell,Inspiron 15 3511,i3511-3481BLK-PUS,Intel,Core i3,SSD,Windows 11 Home,1920 x 1080 Pixels,4.1,,349.99,Yes,11/4/24 18:43,https://www.amazon.com/Dell-Inspiron-3511-Non-Touch-Laptop/dp/B09GYN91J9/ref=sr_1_171?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-171,Amazon,256,15.6,8,399,14.11 x 9.27 x 0.74 inches,3.82,
HP,HP Notebook,15-dy2095wm,Intel,Core i5,SSD,Windows 11 Home,1920 x 1080 Pixels,4.3,7.0,348.96,Yes,11/4/24 18:43,https://www.amazon.com/HP-Diagonal-i5-1135G7-Processor-Bluetooth/dp/B09LM6SZKG/ref=sr_1_172?dib=eyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo&dib_tag=se&qid=1730676746&s=pc&sr=1-172,Amazon,256,15.0,8,454,14.25 x 9.50 x 0.68 inches,3.73,
Lenovo,IdeaPad,Lenovo IdeaPad,Intel,Core i3,SSD,Windows 11 Home,1920 x 1080 Pixels,5.0,,499.0,Yes,11/4/24 18:43,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NjQ1NDA3MTI5OTI3ODQ3OjE3MzA2NzY3NDY6c3BfYnRmX2Jyb3dzZTozMDAzNTk4NTU0MDM5MDI6OjA6Og&url=%2FLenovo-IdeaPad-Business-Touchscreen-i3-1115G4%2Fdp%2FB0DD7W5XWK%2Fref%3Dsr_1_175_sspa%3Fdib%3DeyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo%26dib_tag%3Dse%26qid%3D1730676746%26s%3Dpc%26sr%3D1-175-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,2048,15.6,16,1,14.14 x 9.31 x 0.78 inches,3.64,
Lenovo,IdeaPad 3,IdeaPad 3,Intel,Core i7,SSD,Windows,1920 x 1080 Pixels,5.0,,799.99,Yes,11/4/24 18:43,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3NjQ1NDA3MTI5OTI3ODQ3OjE3MzA2NzY3NDY6c3BfYnRmX2Jyb3dzZTozMDA0OTkyODI0MDM5MDI6OjA6Og&url=%2FLenovo-IdeaPad-Processor-Touchscreen-Fingerprint%2Fdp%2FB0DKM8R32T%2Fref%3Dsr_1_176_sspa%3Fdib%3DeyJ2IjoiMSJ9.55cz7mH7fBZTiUcV-aZEIFIGgvcnUy8Lt6K4vnKZyQITojrmAmxhyGy10-G92y-aFrikDpW-x0fAUgQwqZNBGqqp6qKG1nS93rHD1kmeGUUnQz1lJOIJ0MhjJ_7go4aOXBYbwIVCv3SgkD4f3K_p3zFUDM4KfuPvPvzQbDHz0Mjqn2-kMfX_Dad_NO5qF6s71yf7QfJK9ERhy6SxdaDqY3ve_d9ZPkowPlmFOlRIfZg-Iv60zC9u2KJY6aSinsJMkYkQJNS_hiJ6qaYjwnbBnzzbv0X58otrip6bZ1r4UqI.DZYdpLnVzW2_l6ysGeltK5V-P5932KUgPpmN0NrBmbo%26dib_tag%3Dse%26qid%3D1730676746%26s%3Dpc%26sr%3D1-176-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,2048,15.6,40,1,14.14 x 9.31 x 0.78 inches,,
