Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Operating_System,Display_Resolution,Extracted_Rating,Battery_Life(Hours_Upto),Price,Stock,Time_Of_Extraction,URL,Source,Storage_Capacity(GB),Display_Size(Inches),RAM(GB),No_Of_Reviews,Laptop_Dimensions,Laptop_Weight(Pounds),image_src
Dell,Latitude,3540,Intel,Core i5,SSD,Windows 11 Pro,1920 x 1080 Pixels,4.3,,819.00,Yes,2024-12-05 13:32:41,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNTk5NTYxNjgxMDU2MTM5OjE3MjY5OTc5ODQ6c3BfbXRmX2Jyb3dzZTozMDAxMzExMzcxNDg1MDI6OjA6Og&url=%2FDell-Latitude-3540-i7-1195G7-Bluetooth%2Fdp%2FB0CTKKDP25%2Fref%3Dsr_1_473_sspa%3Fdib%3DeyJ2IjoiMSJ9.R5vx-Q11L9c5eZi5y3c0PseoJX2lc54N0OH4rooOQT-zQEOlWaoyVv2VklJaZuc6dQ2HfXuOb6o4jca-VDcd2aFNvDXijvH3Nbaa_LRoWzFVceLweVgGXLrkqELgV6yG0l4xzOCw4AHi-4uy-YGc5su05UWDXpzYdymnt0a0Y59Ci6K3TeMS6Mb7qjZrCej7Kjx5JFXynKsoDM9UwaK4Z1kdvU9zCqeDhy0SLaWsqTISbXIGctszrdVF2B1nPg1rZxpljRQSPPJ0EnqO3pQwMK42YD7GWrYhxg2CKLmFg5A.jPbhmI02xpUsPnuZWX_G-i98e_ebkBfgzWtXxHP6xD0%26dib_tag%3Dse%26qid%3D1726997984%26s%3Dpc%26sr%3D1-473-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,512,15.6,16,37,14.10 x 9.40 x 0.71 inches,3.99,https://m.media-amazon.com/images/I/51gAMIO2EmL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Lenovo,ThinkBook 16 G4+ IAP,ThinkBook 16 G4+ IAP,Intel,Intel Mobile CPU,SSD,Windows 11 Pro,1920 x 1200 Pixels,4.6,,999.00,Yes,2024-12-05 13:32:45,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNTk5NTYxNjgxMDU2MTM5OjE3MjY5OTc5ODQ6c3BfbXRmX2Jyb3dzZTozMDAzNTc1MDUyNDIxMDI6OjA6Og&url=%2FLenovo-ThinkBook-16-Business-Warranty%2Fdp%2FB0DCP8Y1D8%2Fref%3Dsr_1_474_sspa%3Fdib%3DeyJ2IjoiMSJ9.R5vx-Q11L9c5eZi5y3c0PseoJX2lc54N0OH4rooOQT-zQEOlWaoyVv2VklJaZuc6dQ2HfXuOb6o4jca-VDcd2aFNvDXijvH3Nbaa_LRoWzFVceLweVgGXLrkqELgV6yG0l4xzOCw4AHi-4uy-YGc5su05UWDXpzYdymnt0a0Y59Ci6K3TeMS6Mb7qjZrCej7Kjx5JFXynKsoDM9UwaK4Z1kdvU9zCqeDhy0SLaWsqTISbXIGctszrdVF2B1nPg1rZxpljRQSPPJ0EnqO3pQwMK42YD7GWrYhxg2CKLmFg5A.jPbhmI02xpUsPnuZWX_G-i98e_ebkBfgzWtXxHP6xD0%26dib_tag%3Dse%26qid%3D1726997984%26s%3Dpc%26sr%3D1-474-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,4096,16.0,64,3,14.01 x 9.98 x 0.69 inches,3.75,https://m.media-amazon.com/images/I/71i0qjnAhqL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Razer,Blade 18,RZ09-05092EP9-R3U1,Intel,Core i9,SSD,Windows 11 Home,UHD+ 4K 200Hz Hz,4.5,,1199.00,Yes,2024-12-05 13:32:49,https://www.amazon.com/Razer-Blade-Gaming-Laptop-Thunderbolt/dp/B0D3245PZS/ref=sr_1_475?dib=eyJ2IjoiMSJ9.R5vx-Q11L9c5eZi5y3c0PseoJX2lc54N0OH4rooOQT-zQEOlWaoyVv2VklJaZuc6dQ2HfXuOb6o4jca-VDcd2aFNvDXijvH3Nbaa_LRoWzFVceLweVgGXLrkqELgV6yG0l4xzOCw4AHi-4uy-YGc5su05UWDXpzYdymnt0a0Y59Ci6K3TeMS6Mb7qjZrCej7Kjx5JFXynKsoDM9UwaK4Z1kdvU9zCqeDhy0SLaWsqTISbXIGctszrdVF2B1nPg1rZxpljRQSPPJ0EnqO3pQwMK42YD7GWrYhxg2CKLmFg5A.jPbhmI02xpUsPnuZWX_G-i98e_ebkBfgzWtXxHP6xD0&dib_tag=se&qid=1726997984&s=pc&sr=1-475,Amazon,8192,18.0,32,10,10.84 x 15.71 x 0.87 inches,11.4,https://m.media-amazon.com/images/I/714qAmad4OL.__AC_SX300_SY300_QL70_FMwebp_.jpg
HP,Notebook,2795,Intel,Core i5,SSD,Windows 11 Home,1920 x 1080 Pixels,4.0,,423.99,Yes,2024-12-05 13:32:55,https://www.amazon.com/HP-Notebook-i5-1135G7-Processor-Fingerprint/dp/B09X8M42C8/ref=sr_1_476?dib=eyJ2IjoiMSJ9.R5vx-Q11L9c5eZi5y3c0PseoJX2lc54N0OH4rooOQT-zQEOlWaoyVv2VklJaZuc6dQ2HfXuOb6o4jca-VDcd2aFNvDXijvH3Nbaa_LRoWzFVceLweVgGXLrkqELgV6yG0l4xzOCw4AHi-4uy-YGc5su05UWDXpzYdymnt0a0Y59Ci6K3TeMS6Mb7qjZrCej7Kjx5JFXynKsoDM9UwaK4Z1kdvU9zCqeDhy0SLaWsqTISbXIGctszrdVF2B1nPg1rZxpljRQSPPJ0EnqO3pQwMK42YD7GWrYhxg2CKLmFg5A.jPbhmI02xpUsPnuZWX_G-i98e_ebkBfgzWtXxHP6xD0&dib_tag=se&qid=1726997984&s=pc&sr=1-476,Amazon,512,15.6,16,29,14.11 x 9.53 x 0.71 inches,3.75,https://m.media-amazon.com/images/I/71UdDYy+oHL._AC_SY300_SX300_.jpg
Lenovo,IdeaPad 3 15IAU7,IdeaPad 3 15IAU7,Intel,Core i5,SSD,Windows 11 Home,1920 x 1080 Pixels,5.0,,1179.95,Yes,2024-12-05 13:32:59,https://www.amazon.com/Lenovo-IdeaPad-Touchscreen-i5-1235U-Fingerprint/dp/B0DFRCDV9W/ref=sr_1_477?dib=eyJ2IjoiMSJ9.R5vx-Q11L9c5eZi5y3c0PseoJX2lc54N0OH4rooOQT-zQEOlWaoyVv2VklJaZuc6dQ2HfXuOb6o4jca-VDcd2aFNvDXijvH3Nbaa_LRoWzFVceLweVgGXLrkqELgV6yG0l4xzOCw4AHi-4uy-YGc5su05UWDXpzYdymnt0a0Y59Ci6K3TeMS6Mb7qjZrCej7Kjx5JFXynKsoDM9UwaK4Z1kdvU9zCqeDhy0SLaWsqTISbXIGctszrdVF2B1nPg1rZxpljRQSPPJ0EnqO3pQwMK42YD7GWrYhxg2CKLmFg5A.jPbhmI02xpUsPnuZWX_G-i98e_ebkBfgzWtXxHP6xD0&dib_tag=se&qid=1726997984&s=pc&sr=1-477,Amazon,2048,15.6,40,4,14.14 x 9.31 x 0.78 inches,3.59,https://m.media-amazon.com/images/I/61OMBx2hmfL.__AC_SX300_SY300_QL70_FMwebp_.jpg
HP,ProBook 450 G10,ProBook 450 G10,Intel,Core i7,SSD,Windows 11 Pro,1920x1080 Pixels,4.7,10.0,875.99,Yes,2024-12-05 13:33:03,https://www.amazon.com/ProBook-450-G10-Business-i7-1355U/dp/B0D9LFRZHS/ref=sr_1_478?dib=eyJ2IjoiMSJ9.R5vx-Q11L9c5eZi5y3c0PseoJX2lc54N0OH4rooOQT-zQEOlWaoyVv2VklJaZuc6dQ2HfXuOb6o4jca-VDcd2aFNvDXijvH3Nbaa_LRoWzFVceLweVgGXLrkqELgV6yG0l4xzOCw4AHi-4uy-YGc5su05UWDXpzYdymnt0a0Y59Ci6K3TeMS6Mb7qjZrCej7Kjx5JFXynKsoDM9UwaK4Z1kdvU9zCqeDhy0SLaWsqTISbXIGctszrdVF2B1nPg1rZxpljRQSPPJ0EnqO3pQwMK42YD7GWrYhxg2CKLmFg5A.jPbhmI02xpUsPnuZWX_G-i98e_ebkBfgzWtXxHP6xD0&dib_tag=se&qid=1726997984&s=pc&sr=1-478,Amazon,2048,15.6,32,3,14.15 x 9.21 x 0.78 inches,3.83,https://m.media-amazon.com/images/I/71X5yNK27WL.__AC_SY300_SX300_QL70_FMwebp_.jpg
Dell,7490,7490,Intel,Core i7,SSD,Windows 10 Pro,1920x1080 Pixels,4.1,,339.68,Yes,2024-12-05 13:33:07,https://www.amazon.com/Dell-Latitude-7490-Thunderbolt-Windows/dp/B095TRT6JD/ref=sr_1_479?dib=eyJ2IjoiMSJ9.R5vx-Q11L9c5eZi5y3c0PseoJX2lc54N0OH4rooOQT-zQEOlWaoyVv2VklJaZuc6dQ2HfXuOb6o4jca-VDcd2aFNvDXijvH3Nbaa_LRoWzFVceLweVgGXLrkqELgV6yG0l4xzOCw4AHi-4uy-YGc5su05UWDXpzYdymnt0a0Y59Ci6K3TeMS6Mb7qjZrCej7Kjx5JFXynKsoDM9UwaK4Z1kdvU9zCqeDhy0SLaWsqTISbXIGctszrdVF2B1nPg1rZxpljRQSPPJ0EnqO3pQwMK42YD7GWrYhxg2CKLmFg5A.jPbhmI02xpUsPnuZWX_G-i98e_ebkBfgzWtXxHP6xD0&dib_tag=se&qid=1726997984&s=pc&sr=1-479,Amazon,2048,14.0,32,99,13.03 x 8.70 x 0.70 inches,3.5,https://m.media-amazon.com/images/I/61h2elWhPZL.__AC_SY300_SX300_QL70_FMwebp_.jpg
Apple,MacBook Pro,,Intel,Core i5,SSD,macOS Sierra,2560x1600 Pixels,3.8,10.0,311.79,Yes,2024-12-05 13:34:27,https://www.amazon.com/Apple-MacBook-13-inch-Storage-English/dp/B07P6C16BC/ref=sr_1_480?dib=eyJ2IjoiMSJ9.R5vx-Q11L9c5eZi5y3c0PseoJX2lc54N0OH4rooOQT-zQEOlWaoyVv2VklJaZuc6dQ2HfXuOb6o4jca-VDcd2aFNvDXijvH3Nbaa_LRoWzFVceLweVgGXLrkqELgV6yG0l4xzOCw4AHi-4uy-YGc5su05UWDXpzYdymnt0a0Y59Ci6K3TeMS6Mb7qjZrCej7Kjx5JFXynKsoDM9UwaK4Z1kdvU9zCqeDhy0SLaWsqTISbXIGctszrdVF2B1nPg1rZxpljRQSPPJ0EnqO3pQwMK42YD7GWrYhxg2CKLmFg5A.jPbhmI02xpUsPnuZWX_G-i98e_ebkBfgzWtXxHP6xD0&dib_tag=se&qid=1726997984&s=pc&sr=1-480,Amazon,256,13.3,8,834,12.00 x 8.40 x 0.60 inches,3.0,https://m.media-amazon.com/images/I/51lD8AOM-PL.__AC_SY300_SX300_QL70_FMwebp_.jpg
HP,G9,G8,Intel,Core i5,SSD,Windows,1920 x 1080 Pixels,4.0,,599.99,Yes,2024-12-05 13:34:42,https://www.amazon.com/HP-G8-Business-i5-1135G7-Processor/dp/B0CMR54QC7/ref=sr_1_481?dib=eyJ2IjoiMSJ9.R5vx-Q11L9c5eZi5y3c0PseoJX2lc54N0OH4rooOQT-zQEOlWaoyVv2VklJaZuc6dQ2HfXuOb6o4jca-VDcd2aFNvDXijvH3Nbaa_LRoWzFVceLweVgGXLrkqELgV6yG0l4xzOCw4AHi-4uy-YGc5su05UWDXpzYdymnt0a0Y59Ci6K3TeMS6Mb7qjZrCej7Kjx5JFXynKsoDM9UwaK4Z1kdvU9zCqeDhy0SLaWsqTISbXIGctszrdVF2B1nPg1rZxpljRQSPPJ0EnqO3pQwMK42YD7GWrYhxg2CKLmFg5A.jPbhmI02xpUsPnuZWX_G-i98e_ebkBfgzWtXxHP6xD0&dib_tag=se&qid=1726997984&s=pc&sr=1-481,Amazon,2048,15.6,16,74,14.09 x 0.78 x 9.53 inches,3.74,https://m.media-amazon.com/images/I/71tWGsB3mbL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Apple,MacBook Pro,Mvvm2ll/a,Intel,Core i9,SSD,macOS Cheetah,2560 x 1600 Pixels,4.0,11.0,509.99,Yes,2024-12-05 13:34:48,https://www.amazon.com/2019-Apple-MacBook-16-inch-1TB-SSD-Storage/dp/B08DDB4R6T/ref=sr_1_482?dib=eyJ2IjoiMSJ9.R5vx-Q11L9c5eZi5y3c0PseoJX2lc54N0OH4rooOQT-zQEOlWaoyVv2VklJaZuc6dQ2HfXuOb6o4jca-VDcd2aFNvDXijvH3Nbaa_LRoWzFVceLweVgGXLrkqELgV6yG0l4xzOCw4AHi-4uy-YGc5su05UWDXpzYdymnt0a0Y59Ci6K3TeMS6Mb7qjZrCej7Kjx5JFXynKsoDM9UwaK4Z1kdvU9zCqeDhy0SLaWsqTISbXIGctszrdVF2B1nPg1rZxpljRQSPPJ0EnqO3pQwMK42YD7GWrYhxg2CKLmFg5A.jPbhmI02xpUsPnuZWX_G-i98e_ebkBfgzWtXxHP6xD0&dib_tag=se&qid=1726997984&s=pc&sr=1-482,Amazon,2048,16.0,16,112,11.14 x 2.40 x 15.63 inches,5.68,https://m.media-amazon.com/images/I/71uedAhaSFL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Lenovo,82XQ006RUS,82XQ006RUS,AMD,AMD Ryzen 5 3450U,SSD,Windows 11 Home,1920 x 1080 Pixels,4.3,,467.66,Yes,2024-12-05 13:34:59,https://www.amazon.com/Lenovo-IdeaPad-Slim-Everyday-Lightweight/dp/B0C6BQ21D7/ref=sr_1_484?dib=eyJ2IjoiMSJ9.R5vx-Q11L9c5eZi5y3c0PseoJX2lc54N0OH4rooOQT-zQEOlWaoyVv2VklJaZuc6dQ2HfXuOb6o4jca-VDcd2aFNvDXijvH3Nbaa_LRoWzFVceLweVgGXLrkqELgV6yG0l4xzOCw4AHi-4uy-YGc5su05UWDXpzYdymnt0a0Y59Ci6K3TeMS6Mb7qjZrCej7Kjx5JFXynKsoDM9UwaK4Z1kdvU9zCqeDhy0SLaWsqTISbXIGctszrdVF2B1nPg1rZxpljRQSPPJ0EnqO3pQwMK42YD7GWrYhxg2CKLmFg5A.jPbhmI02xpUsPnuZWX_G-i98e_ebkBfgzWtXxHP6xD0&dib_tag=se&qid=1726997984&s=pc&sr=1-484,Amazon,256,15.6,8,36,15.60 x 14.15 x 0.70 inches,5.3,https://m.media-amazon.com/images/I/71m4NotdxJL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Lenovo,ThinkBook 15 G3 ACL,ThinkBook 15 G3 ACL,Intel,Core i7,SSD,Windows 11 Pro,1920 x 1080 Pixels,3.9,,789.97,Yes,2024-12-05 13:35:05,https://www.amazon.com/Lenovo-ThinkBook-15-Thunderbolt-Fingerprint/dp/B0D4R6ZLZ2/ref=sr_1_485?dib=eyJ2IjoiMSJ9.R5vx-Q11L9c5eZi5y3c0PseoJX2lc54N0OH4rooOQT-zQEOlWaoyVv2VklJaZuc6dQ2HfXuOb6o4jca-VDcd2aFNvDXijvH3Nbaa_LRoWzFVceLweVgGXLrkqELgV6yG0l4xzOCw4AHi-4uy-YGc5su05UWDXpzYdymnt0a0Y59Ci6K3TeMS6Mb7qjZrCej7Kjx5JFXynKsoDM9UwaK4Z1kdvU9zCqeDhy0SLaWsqTISbXIGctszrdVF2B1nPg1rZxpljRQSPPJ0EnqO3pQwMK42YD7GWrYhxg2CKLmFg5A.jPbhmI02xpUsPnuZWX_G-i98e_ebkBfgzWtXxHP6xD0&dib_tag=se&qid=1726997984&s=pc&sr=1-485,Amazon,2048,15.6,40,11,14.10 x 9.25 x 0.74 inches,3.75,https://m.media-amazon.com/images/I/71P6HhQNZ-L.__AC_SX300_SY300_QL70_FMwebp_.jpg
HP,HP Stream,HP Stream 14,Intel,Pentium,eMMC,Windows 11 S,1366 x 768 Pixels,4.2,,449.00,Yes,2024-12-05 13:35:09,https://www.amazon.com/HP-Stream-14-BrightView-Graphics/dp/B0D9VR9N2J/ref=sr_1_486?dib=eyJ2IjoiMSJ9.R5vx-Q11L9c5eZi5y3c0PseoJX2lc54N0OH4rooOQT-zQEOlWaoyVv2VklJaZuc6dQ2HfXuOb6o4jca-VDcd2aFNvDXijvH3Nbaa_LRoWzFVceLweVgGXLrkqELgV6yG0l4xzOCw4AHi-4uy-YGc5su05UWDXpzYdymnt0a0Y59Ci6K3TeMS6Mb7qjZrCej7Kjx5JFXynKsoDM9UwaK4Z1kdvU9zCqeDhy0SLaWsqTISbXIGctszrdVF2B1nPg1rZxpljRQSPPJ0EnqO3pQwMK42YD7GWrYhxg2CKLmFg5A.jPbhmI02xpUsPnuZWX_G-i98e_ebkBfgzWtXxHP6xD0&dib_tag=se&qid=1726997984&s=pc&sr=1-486,Amazon,2048,14.0,16,33,12.76 x 8.86 x 0.71 inches,3.24,https://m.media-amazon.com/images/I/81b1cYP6lTL.__AC_SX300_SY300_QL70_FMwebp_.jpg
HP,Elitebook,660 G11,Intel,Core i7,SSD,Windows 11 Pro,1920 x 1200 Pixels,5.0,,1189.00,Yes,2024-12-05 13:35:14,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNTk5NTYxNjgxMDU2MTM5OjE3MjY5OTc5ODQ6c3BfYnRmX2Jyb3dzZTozMDAzODcyNTQ1NzU0MDI6OjA6Og&url=%2FHP-Elitebook-660-G11-Fingerprint%2Fdp%2FB0D49M8Y48%2Fref%3Dsr_1_487_sspa%3Fdib%3DeyJ2IjoiMSJ9.R5vx-Q11L9c5eZi5y3c0PseoJX2lc54N0OH4rooOQT-zQEOlWaoyVv2VklJaZuc6dQ2HfXuOb6o4jca-VDcd2aFNvDXijvH3Nbaa_LRoWzFVceLweVgGXLrkqELgV6yG0l4xzOCw4AHi-4uy-YGc5su05UWDXpzYdymnt0a0Y59Ci6K3TeMS6Mb7qjZrCej7Kjx5JFXynKsoDM9UwaK4Z1kdvU9zCqeDhy0SLaWsqTISbXIGctszrdVF2B1nPg1rZxpljRQSPPJ0EnqO3pQwMK42YD7GWrYhxg2CKLmFg5A.jPbhmI02xpUsPnuZWX_G-i98e_ebkBfgzWtXxHP6xD0%26dib_tag%3Dse%26qid%3D1726997984%26s%3Dpc%26sr%3D1-487-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,2048,16.0,64,6,14.14 x 9.20 x 0.78 inches,4.6,https://m.media-amazon.com/images/I/71nSy8Uh8iL.__AC_SX300_SY300_QL70_FMwebp_.jpg
Dell,Latitude,3430,Intel,Core i7,SSD,Windows 11 Pro,1920 x 1080 Pixels,5.0,,1809.78,Yes,2024-12-05 13:35:17,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNTk5NTYxNjgxMDU2MTM5OjE3MjY5OTc5ODQ6c3BfYnRmX2Jyb3dzZTozMDAxNTYzOTEyMDMxMDI6OjA6Og&url=%2FDell-Latitude-3430-Business-Bluetooth%2Fdp%2FB0CFL7WV6X%2Fref%3Dsr_1_488_sspa%3Fdib%3DeyJ2IjoiMSJ9.R5vx-Q11L9c5eZi5y3c0PseoJX2lc54N0OH4rooOQT-zQEOlWaoyVv2VklJaZuc6dQ2HfXuOb6o4jca-VDcd2aFNvDXijvH3Nbaa_LRoWzFVceLweVgGXLrkqELgV6yG0l4xzOCw4AHi-4uy-YGc5su05UWDXpzYdymnt0a0Y59Ci6K3TeMS6Mb7qjZrCej7Kjx5JFXynKsoDM9UwaK4Z1kdvU9zCqeDhy0SLaWsqTISbXIGctszrdVF2B1nPg1rZxpljRQSPPJ0EnqO3pQwMK42YD7GWrYhxg2CKLmFg5A.jPbhmI02xpUsPnuZWX_G-i98e_ebkBfgzWtXxHP6xD0%26dib_tag%3Dse%26qid%3D1726997984%26s%3Dpc%26sr%3D1-488-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,8192,14.0,64,2,12.83 x 8.89 x 0.69 inches,3.37,https://m.media-amazon.com/images/I/71-cEyzpvNL.__AC_SY300_SX300_QL70_FMwebp_.jpg
Lenovo,ThinkPad E15 Gen 2,ThinkPad E15 Gen 2,AMD,Ryzen 5 4500U,SSD,Windows 10 Pro,1920 x 1080 Pixels,5.0,,829.95,Yes,2024-12-05 13:35:20,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozNTk5NTYxNjgxMDU2MTM5OjE3MjY5OTc5ODQ6c3BfYnRmX2Jyb3dzZTozMDA0Mjc0MTAxNzYwMDI6OjA6Og&url=%2FThinkPad-E15-Gen-1920x1080-i7-1185G7%2Fdp%2FB09JT6RV37%2Fref%3Dsr_1_489_sspa%3Fdib%3DeyJ2IjoiMSJ9.R5vx-Q11L9c5eZi5y3c0PseoJX2lc54N0OH4rooOQT-zQEOlWaoyVv2VklJaZuc6dQ2HfXuOb6o4jca-VDcd2aFNvDXijvH3Nbaa_LRoWzFVceLweVgGXLrkqELgV6yG0l4xzOCw4AHi-4uy-YGc5su05UWDXpzYdymnt0a0Y59Ci6K3TeMS6Mb7qjZrCej7Kjx5JFXynKsoDM9UwaK4Z1kdvU9zCqeDhy0SLaWsqTISbXIGctszrdVF2B1nPg1rZxpljRQSPPJ0EnqO3pQwMK42YD7GWrYhxg2CKLmFg5A.jPbhmI02xpUsPnuZWX_G-i98e_ebkBfgzWtXxHP6xD0%26dib_tag%3Dse%26qid%3D1726997984%26s%3Dpc%26sr%3D1-489-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGZfYnJvd3Nl%26psc%3D1,Amazon,512,15.6,16,2,9.76 x 14.04 x 0.75 inches,3.8,https://m.media-amazon.com/images/I/71rbBff4ZRL.__AC_SY300_SX300_QL70_FMwebp_.jpg
Dell,Latitude,3430,Intel,Core i7,SSD,Windows 11 Pro,1920 x 1080 Pixels,1.0,,729.00,Yes,2024-12-05 13:35:28,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzkwMTkxMjU5MjExODU6MTcyNjk5Nzk4NjpzcF9hdGZfYnJvd3NlOjMwMDE1NjM5MTIwMzMwMjo6MDo6&url=%2FDell-Latitude-3430-Business-Bluetooth%2Fdp%2FB0CFL7M92J%2Fref%3Dsr_1_482_sspa%3Fdib%3DeyJ2IjoiMSJ9.y1cm0Hn2J85ZBS-l9WLDisfKlbzl0czhTnq0iKIe1baZeuelJZB-w_W2ZoKV3yygK96UMunegshXL3hr6l52yqnPktPuGscI_O1DJNjvkV-ZGV881JJFADqC9kOI1s0sLJkp3iyopEQi7YXt5AR8x2Qoo3NurzqJ1u2JjHX8P1qiDD3tmuOetvrk93e62ZuS94ZU__z70IgmPhyF6Xn76k4Xl8zQrtLqSXIsJlJulGRzXHHQJqzgxoydoQk_QkXS8fQHwDyMCd5Up1RknBc_Ql_bQR4kDP8z5JA8sutbvo4.gLxQqrKvdW7Bu3X2ebFrgB0jY2N9znI3mD6j4_n5Puk%26dib_tag%3Dse%26qid%3D1726997986%26s%3Dpc%26sr%3D1-482-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Amazon,4096,14.0,64,1,8.89 x 12.83 x 0.69 inches,3.37,https://m.media-amazon.com/images/I/71-cEyzpvNL.__AC_SY300_SX300_QL70_FMwebp_.jpg
Zuleisy,VocBook 16,VocBook 16,Intel,Intel Mobile CPU,SSD,Windows,1920x1200 Pixels,4.8,,359.99,Yes,2024-12-05 13:35:31,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2NzkwMTkxMjU5MjExODU6MTcyNjk5Nzk4NjpzcF9hdGZfYnJvd3NlOjMwMDQyNjgwODk3MDgwMjo6MDo6&url=%2FZuleisy-Computer-Windows-12th-gen-1920x1200%2Fdp%2FB0DDT5V2PF%2Fref%3Dsr_1_483_sspa%3Fdib%3DeyJ2IjoiMSJ9.y1cm0Hn2J85ZBS-l9WLDisfKlbzl0czhTnq0iKIe1baZeuelJZB-w_W2ZoKV3yygK96UMunegshXL3hr6l52yqnPktPuGscI_O1DJNjvkV-ZGV881JJFADqC9kOI1s0sLJkp3iyopEQi7YXt5AR8x2Qoo3NurzqJ1u2JjHX8P1qiDD3tmuOetvrk93e62ZuS94ZU__z70IgmPhyF6Xn76k4Xl8zQrtLqSXIsJlJulGRzXHHQJqzgxoydoQk_QkXS8fQHwDyMCd5Up1RknBc_Ql_bQR4kDP8z5JA8sutbvo4.gLxQqrKvdW7Bu3X2ebFrgB0jY2N9znI3mD6j4_n5Puk%26dib_tag%3Dse%26qid%3D1726997986%26s%3Dpc%26sr%3D1-483-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfYnJvd3Nl%26psc%3D1,Amazon,2048,16.0,16,8,14.06 x 9.65 x 0.72 inches,4.4,https://m.media-amazon.com/images/I/71hmno83ppL.__AC_SX300_SY300_QL70_FMwebp_.jpg
HP,HP Chromebook,HP Chromebook,Intel,Celeron N,eMMC,Chrome OS,1366x768 Pixels,4.1,,186.00,Yes,2024-12-05 13:35:37,https://www.amazon.com/HP-Chromebook-Processor-Graphics-Bluetooth/dp/B0C7MPZRF4/ref=sr_1_484?dib=eyJ2IjoiMSJ9.y1cm0Hn2J85ZBS-l9WLDisfKlbzl0czhTnq0iKIe1baZeuelJZB-w_W2ZoKV3yygK96UMunegshXL3hr6l52yqnPktPuGscI_O1DJNjvkV-ZGV881JJFADqC9kOI1s0sLJkp3iyopEQi7YXt5AR8x2Qoo3NurzqJ1u2JjHX8P1qiDD3tmuOetvrk93e62ZuS94ZU__z70IgmPhyF6Xn76k4Xl8zQrtLqSXIsJlJulGRzXHHQJqzgxoydoQk_QkXS8fQHwDyMCd5Up1RknBc_Ql_bQR4kDP8z5JA8sutbvo4.gLxQqrKvdW7Bu3X2ebFrgB0jY2N9znI3mD6j4_n5Puk&dib_tag=se&qid=1726997986&s=pc&sr=1-484,Amazon,128,14.0,4,47,12.85 x 0.72 x 8.94 inches,3.35,https://m.media-amazon.com/images/I/51PsNbMd-CL.__AC_SY300_SX300_QL70_FMwebp_.jpg
HP,EliteBook 840 G10,89D90UTABA,Intel,Core i5,SSD,Windows 11 Pro,1920 x 1200 Pixels,,,899.96,Yes,2024-12-05 13:35:41,https://www.amazon.com/HP-EliteBook-840-G10-Notebook/dp/B0C6V5NBJR/ref=sr_1_485?dib=eyJ2IjoiMSJ9.y1cm0Hn2J85ZBS-l9WLDisfKlbzl0czhTnq0iKIe1baZeuelJZB-w_W2ZoKV3yygK96UMunegshXL3hr6l52yqnPktPuGscI_O1DJNjvkV-ZGV881JJFADqC9kOI1s0sLJkp3iyopEQi7YXt5AR8x2Qoo3NurzqJ1u2JjHX8P1qiDD3tmuOetvrk93e62ZuS94ZU__z70IgmPhyF6Xn76k4Xl8zQrtLqSXIsJlJulGRzXHHQJqzgxoydoQk_QkXS8fQHwDyMCd5Up1RknBc_Ql_bQR4kDP8z5JA8sutbvo4.gLxQqrKvdW7Bu3X2ebFrgB0jY2N9znI3mD6j4_n5Puk&dib_tag=se&qid=1726997986&s=pc&sr=1-485,Amazon,512,14.0,16,0,8.80 x 12.40 x 0.76 inches,3.0,https://m.media-amazon.com/images/I/41lGvKdVtNL.__AC_SX300_SY300_QL70_FMwebp_.jpg
