processor.unlocked_processor,display.screen_type,camera.rear-facing_camera,general.model_family,storage.emmc_capacity,storage.hard_drive_capacity,included.optical_drive_type,connectivity.ethernet_card,connectivity.number_of_usb-c_charging_ports,connectivity.number_of_usb-a_charging_ports,certifications_&_listings.epeat_qualified,features.audio_technology,connectivity.number_of_usb_ports_(total),processor.cpu_base_clock_frequency,features.windows_features,key_specs.operating_system,"expansion.number_of_internal_2.5""_bays",compatibility.voice_assistant_built-in,key_specs.total_storage_capacity,storage.hard_drive_rpm,power.battery_life_(up_to),key_specs.voice_assistant_built-in,processor.number_of_cpu_cores,processor.l2_cache,features.stylus_dock,power.battery_cells,storage.solid_state_drive_interface,cooling.number_of_cpu_cooling_fans,timestamp,key_specs.brightness,dimensions.product_weight,connectivity.bluetooth_version,general.product_name,features.media_card_reader,display.screen_resolution,processor.number_of_cpu_threads,features.media_card_slot,connectivity.usb_ports,camera.rear_facing_camera_video_resolution,processor.processor_model_number,connectivity.gps_enabled,review_count,memory.number_of_memory_slots,dimensions.product_height,display.synchronization_technology,key_specs.2-in-1_design,power.power_supply_maximum_wattage,connectivity.compatible_wireless_standard(s),processor.processor_brand,camera.front-facing_camera,processor.l1_cache,camera.built-in_microphone,key_specs.cpu_base_clock_frequency,power.battery_capacity,cooling.number_of_gpu_cooling_fans,power.charging_interface(s),graphics.gpu_brand,dimension.product_weight,certifications_&_listings.epeat_level,key_specs.screen_type,connectivity.wireless_standard,display.brightness,included.included_software,key_specs.touch_screen,storage.total_storage_capacity,key_specs.screen_size,display.color_gamut_(ntsc),display.screen_size,storage.hard_drive_interface,cooling.cpu_cooling_system,dimensions.product_width,features.speaker_type,display.refresh_rate,connectivity.headphone_jack,key_specs.works_with,expansion.number_of_m.2_slots,warranty.manufacturer's_warranty_-_parts,features.windows_ai,connectivity.display_connector(s),display.high_dynamic_range_(hdr),storage.solid_state_drive_capacity,power.battery_type,price,connectivity.number_of_displayport_outputs_(total),key_specs.display_connector(s),graphics.number_of_gpu_cores,in_stock,memory.system_memory_ram_speed,general.brand,features.chrome_features,product_title,compatibility.operating_system,key_specs.wireless_connectivity,dimensions.product_depth,processor.processor_model,key_specs.processor_model,features.mac_features,warranty.manufacturer's_warranty_-_labor,graphics.advanced_graphics_rendering_technique(s),dimension.product_depth,key_specs.screen_resolution,features.keyboard_technology,connectivity.number_of_vga_ports,display.stylus_input,key_specs.battery_type,cooling.gpu_cooling_system,dimension.product_height,other.upc,general.color_category,key_specs.refresh_rate,power.power_supply_input,features.2-in-1_design,features.backlit_keyboard,storage.storage_type,included.stylus_included,display.color_gamut_(standard_rgb),key_specs.system_memory_(ram),key_specs.battery_life_(up_to),features.cable_lock_slot,memory.system_memory_(ram),dimension.product_width,key_specs.backlit_keyboard,general.model_number,connectivity.number_of_ethernet_ports,graphics.gpu_boost_clock_frequency,graphics.gpu_video_memory_type_(ram),connectivity.wireless_connectivity,display.display_surface,compatibility.operating_system_compatibility,key_specs.storage_type,features.gps_enabled,key_specs.graphics,display.display_type,connectivity.number_of_usb_type_c_charging_ports,connectivity.network_connectivity,memory.number_of_memory_sticks_included,graphics.unlocked_gpu,connectivity.data_plan_required,features.keyboard_included,processor.neural_processing_unit_(npu),storage.hard_drive_accelerator,memory.system_memory_ram_expandable_to,camera.front_facing_camera_video_resolution,connectivity.microphone_input,url,processor.maximum_npu_performance,compatibility.works_with,features.casing_material,features.customizable_case_lighting,camera.rear_facing_camera_megapixels,included.numeric_keypad,rating_average,graphics.gpu_video_memory_(ram),features.customizable_keyboard_lighting,features.foldable_screen,processor.cpu_cache_memory_level,features.touchpad_type,general.color,graphics.gpu_base_clock_frequency,key_specs.security_features,connectivity.wireless_networking_standard,processor.l3_cache,image_src,graphics.graphics,general.year_of_release,memory.expandable_memory_compatibility,camera.front_facing_camera_megapixels,processor.cpu_boost_clock_frequency,compatibility.operating_system_architecture,connectivity.number_of_thunderbolt_ports_(total),connectivity.displayport_over_usb-c,connectivity.number_of_hdmi_outputs_(total),graphics.graphics_type,features.security_features,memory.type_of_memory_(ram),certifications_&_listings.energy_star_certified,display.touch_screen
,IPS,,,,,None,,,,No,,4,1.3 gigahertz,,,,No,1000 gigabytes,,,,,,,3-cell,,,2024-12-05 03:57:34,,3.75 pounds,,"Modern 15 B13M 15.6"" Laptop - Intel Core i5 with 16GB Memory - 1 TB SSD",,1920 x 1080 (Full HD),,,"1 x USB-A 3.2, 1 x USB-C 3.2",,1335U,,Be the first to write a review,,0.78 inches,,No,65 watts,,Intel,Yes,,,1.3 gigahertz,,,,Intel,,,IPS,,,,No,1000 gigabytes,15.6 inches,,15.6 inches,,,14 1/10 inches,,60Hz,,,,3 Year Limited,,1 x HDMI,,1000 gigabytes,Lithium-polymer,$849.00Your price for this item is $849.00,,1 x HDMI,,yes,3200 megahertz,MSI,,"MSI - Modern 15 B13M 15.6"" Laptop - Intel Core i5 with 16GB Memory - 1 TB SSD - Classic Black, Black",Windows 11 Pro,,9 1/2 inches,Intel 13th Generation Core i5,Intel 13th Generation Core i5,,3 Year Limited,,,1920 x 1080 (Full HD),,,,Lithium-polymer,,,824142361832,Black,60Hz,,No,Yes,SSD,,45 percent,16 gigabytes,,,16 gigabytes,,Yes,MOD1513886,,,DDR4 SDRAM,Bluetooth,,,SSD,,Intel Graphics,,,None,,,,,,,,,,https://www.bestbuy.com/site/msi-modern-15-b13m-15-6-laptop-intel-core-i5-with-16gb-memory-1-tb-ssd-classic-black-black/6595318.p?skuId=6595318,,,,,,,,,,,,,"Classic Black, Black",,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6fd9cfd6-d0ab-4ba1-82e2-b4f22d0a6ce1.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Graphics,2024,,,4.6 gigahertz,,0,,1,Integrated,,Not provided,Yes,No
,IPS,,,,,None,,,,No,,4,,,,,No,256 gigabytes,,,,12-core,,,3-cell,,,2024-12-05 03:57:40,300 nits,3.84 pounds,,"ProBook 460 G11 16"" IPS 1920 x 1200 (WUXGA) Laptop - Intel Core Ultra 5 with 8GB Memory - 256 GB SSD",,1920 x 1200 (WUXGA),14,,4 x USB-A,,125U,,(19 Reviews on hp.com),,0.67 inches,Not Applicable,No,45 watts,,Intel,Yes,,,,,,,Intel,,,IPS,,300 nits,,No,256 gigabytes,16 inches,,16 inches,,,14 1/10 inches,,,,,,1 year limited,,Display connection via USB port,,256 gigabytes,Other,$769.99Your price for this item is $769.99,,Display connection via USB port,,yes,5600 megahertz,HP,,"HP - ProBook 460 G11 16"" IPS 1920 x 1200 (WUXGA) Laptop - Intel Core Ultra 5 with 8GB Memory - 256 GB SSD - Pike Silver Aluminum, Gray",Windows 11 Pro,,9 9/10 inches,Intel Core Ultra 5 Series 1,Intel Core Ultra 5 Series 1,,1 year limited,,,1920 x 1200 (WUXGA),,,,Other,,,198122803514,Silver,,,No,No,SSD,,45 percent,8 gigabytes,,,8 gigabytes,,No,A1LD3UT#ABA,,,,Bluetooth,,,SSD,,Intel Graphics,,,None,,,,,,,,,,https://www.bestbuy.com/site/hp-probook-460-g11-16-ips-1920-x-1200-wuxga-laptop-intel-core-ultra-5-with-8gb-memory-256-gb-ssd-pike-silver-aluminum-gray/6601496.p?skuId=6601496,,,,,,,4.5,,,,L3,,"Pike Silver Aluminum, Gray",,,,12 megabytes,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/f76c370b-1640-40a6-8125-ce8244f6a3ee.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Graphics,2024,,,4.3 gigahertz,,,,,None,,DDR5 SDRAM,Yes,No
,,,,,,None,,,,Yes,,4,1.6 gigahertz,,,,,512 gigabytes,,,,10-core,,,,,,2024-12-05 03:57:45,,3 pounds,,"840 G9 14"" Refurbished Laptop - Intel 12th Gen Core i5 with 16GB Memory - Intel Iris Xe Graphics - 512GB SSD",,1920 x 1080 (Full HD),12,,"2 x USB-A, 2 x USB-C",,1245U,,Be the first to write a review,2,,,,,,Intel,Yes,,,1.6 gigahertz,,,,Intel,,Gold,,,,,No,512 gigabytes,14 inches,,14 inches,,Air,12.42 inches,,,,,,364 days,,1 x HDMI,,512 gigabytes,Lithium-ion,$923.86Your price for this item is $923.86,,1 x HDMI,,yes,,HP,,"HP - 840 G9 14"" Refurbished Laptop - Intel 12th Gen Core i5 with 16GB Memory - Intel Iris Xe Graphics - 512GB SSD - Silver",Windows 11 Pro,,8.82 inches,Intel 12th Generation Core i5,Intel 12th Generation Core i5,,364 days,,,1920 x 1080 (Full HD),,,,Lithium-ion,,,825633597518,Silver,,,,Yes,SSD,,,16 gigabytes,,,16 gigabytes,,Yes,840 G9,1,,,Wi-Fi,,,SSD,,Intel Iris Xe Graphics,,,,,,,,,,,720p,,https://www.bestbuy.com/site/hp-840-g9-14-refurbished-laptop-intel-12th-gen-core-i5-with-16gb-memory-intel-iris-xe-graphics-512gb-ssd-silver/6586577.p?skuId=6586577,,,,,,,,,,,,,Silver,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/2edb5a73-d878-4444-9f00-3f84e4dbc431.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Iris Xe Graphics,2022,,0.92 megapixels,4.4 gigahertz,64-bit,,,1,Integrated,,DDR4,Yes,No
,,,,,,None,,,,No,,1,1.2 gigahertz,,,,No,512 gigabytes,,,,,,,4-cell,,,2024-12-05 03:57:52,,4.29 pounds,,"Summit E14 Evo 14"" Laptop - Intel Core i5 - 16 GB Memory - 512 GB SSD",,1920 x 1200 (WUXGA),,,1 x USB-A,,1240P,,Be the first to write a review,,0.7 inches,,No,65 watts,,Intel,Yes,,,1.2 gigahertz,,,,Intel,,,,,,,No,512 gigabytes,14 inches,,14 inches,,Air,12 2/5 inches,,60Hz,,,,1 year limited,,1 x HDMI,,512 gigabytes,Other,"$1,249.99Your price for this item is $1,249.99",,1 x HDMI,,yes,4800 megahertz,MSI,,"MSI - Summit E14 Evo 14"" Laptop - Intel Core i5 - 16 GB Memory - 512 GB SSD - Ink Black",Windows 11 Pro,,9 inches,Intel 12th Generation Core i5,Intel 12th Generation Core i5,,1 year,,,1920 x 1200 (WUXGA),,,,Other,,,824142279649,Black,60Hz,,No,Yes,SSD,,,16 gigabytes,,,16 gigabytes,,Yes,SUME14EVO12026,,,,Bluetooth,,,SSD,,Intel Iris Xe Graphics,,,,,,,,,,,,,https://www.bestbuy.com/site/msi-summit-e14-evo-14-laptop-intel-core-i5-16-gb-memory-512-gb-ssd-ink-black/6502628.p?skuId=6502628,,,,,,,,,,,,,Ink Black,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6502/6502628cv16d.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Iris Xe Graphics,2022,,,,,,,1,Integrated,,LPDDR5,No,No
,IPS,,,,,None,10/100/1000,2,2,Yes,"High Definition (HD) Audio, Realtek ALC3287 codec",4,1.3 gigahertz,,,,,256 gigabytes,,,,12-core,,,,PCIe 4.0,,2024-12-05 03:57:58,300 nits,4.03 pounds,,"ThinkPad T16 Gen 3 16"" Laptop - Ultra 5 with 16GB Memory - 256GB SSD",No,1920 x 1200 (WUXGA),14,,"2 x USB-A 3.2, 2 x USB-C",,125U,,Be the first to write a review,,0.77 inches,,No,100 watts,,Intel,Yes,,Yes,1.3 gigahertz,,,,Intel,,Gold,IPS,AX,300 nits,,No,256 gigabytes,16 inches,45 percent,16 inches,,,14.16 inches,"Stereo speakers, 2W x2, Dolby Audio",60Hz,Yes,,1,1 year limited,Copilot,"1 x HDMI 2.1, 1 x Thunderbolt 4",,256 gigabytes,Lithium-polymer,"$1,519.99Your price for this item is $1,519.99",,"1 x HDMI 2.1, 1 x Thunderbolt 4",,yes,5600 megahertz,Lenovo,,"Lenovo - ThinkPad T16 Gen 3 16"" Laptop - Ultra 5 with 16GB Memory - 256GB SSD - Black",Windows 11 Pro,,9.87 inches,Intel Core Ultra 5 Series 1,Intel Core Ultra 5 Series 1,,1 year limited,,,1920 x 1200 (WUXGA),,,,Lithium-polymer,,,198153432240,Black,60Hz,,No,Yes,SSD,,,16 gigabytes,,,16 gigabytes,,Yes,21MN005LUS,1,,,"Bluetooth, Wi-Fi",,,SSD,,Intel Graphics,,,,,,,,Yes,,64 gigabytes,,Yes,https://www.bestbuy.com/site/lenovo-thinkpad-t16-gen-3-16-laptop-ultra-5-with-16gb-memory-256gb-ssd-black/6594387.p?skuId=6594387,11 trillions operations per second,,Plastic,,,Yes,,,,,,,Black,,,Wi-Fi 6E,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/e0892896-0a3b-48a0-91ae-7a25b58bd2ce.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Graphics,2024,,5 megapixels,4.3 gigahertz,,1,,1,Integrated,,DDR5,Yes,No
,,,,,,None,,,,Yes,,4,1.6 gigahertz,,,,,256 gigabytes,,,,4-core (quad-core),,,,,,2024-12-05 03:58:03,,3.26 pounds,,"5400 14"" Refurbished Laptop - Intel 8th Gen Core with 8GB RAM - Intel UHD Graphics 620 - 256GB SSD",,1366 x 768 (HD),8,,4 x USB-A,,8265U,,(16 Reviews),2,,,,,,Intel,Yes,,,1.6 gigahertz,,,,Intel,,Gold,,,,,No,256 gigabytes,14 inches,,14 inches,,Air,8.5 inches,,,,,,364 days,,"1 x DisplayPort, 1 x HDMI",,256 gigabytes,Lithium-ion,$309.99Your price for this item is $309.99,1,"1 x DisplayPort, 1 x HDMI",,yes,,Dell,,"Dell - 5400 14"" Refurbished Laptop - Intel 8th Gen Core with 8GB RAM - Intel UHD Graphics 620 - 256GB SSD - Black",Windows 11 Pro,,12.7 inches,Intel 8th Generation Core i5,Intel 8th Generation Core i5,,364 days,,,1366 x 768 (HD),,,,Lithium-ion,,,825633577695,Black,,,,No,SSD,,,8 gigabytes,,,8 gigabytes,,No,5400,1,,,Wi-Fi,,,SSD,,Intel UHD Graphics 620,,,,,,,,,,,720p,,https://www.bestbuy.com/site/dell-5400-14-refurbished-laptop-intel-8th-gen-core-with-8gb-ram-intel-uhd-graphics-620-256gb-ssd-black/6545474.p?skuId=6545474,,,,,,,4.4,,,,,,Black,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/7051d394-990e-446f-8a21-09befcab7bb3.jpg;maxHeight=640;maxWidth=550;format=webp,Intel UHD Graphics 620,2019,,0.92 megapixels,3.9 gigahertz,64-bit,,,1,Integrated,,DDR4,No,No
,IPS,,,,,None,,,,No,,3,2.4 gigahertz,,,,No,512 gigabytes,,,,14-core,,,3-cell,,,2024-12-05 03:58:10,,3.31 pounds,,"Commercial 14 H A13MG 14"" Laptop - Intel Core i7 with 16GB Memory - 512 GB SSD",,1920 x 1200 (WUXGA),,,3 x USB-A 3.2,,13700H,,Be the first to write a review,,0.73 inches,,No,90 watts,,Intel,Yes,,,2.4 gigahertz,,,,Intel,,,IPS,,,,No,512 gigabytes,14 inches,,14 inches,,,12 2/5 inches,,60Hz,,,,3 Year Limited,,1 x Thunderbolt 4,,512 gigabytes,Other,"$1,049.99Your price for this item is $1,049.99",,1 x Thunderbolt 4,,yes,3200 megahertz,MSI,,"MSI - Commercial 14 H A13MG 14"" Laptop - Intel Core i7 with 16GB Memory - 512 GB SSD - Solid Gray, Gray",Windows 11 Pro,,9 3/10 inches,Intel 13th Generation Core i7,Intel 13th Generation Core i7,,3 Year Limited,,,1920 x 1200 (WUXGA),,,,Other,,,824142340783,Gray,60Hz,,No,Yes,SSD,,,16 gigabytes,,,16 gigabytes,,Yes,COM14V13009,,,DDR4 SDRAM,Bluetooth,,,SSD,,Intel Iris Xe Graphics,,,None,,,,,,,,,,https://www.bestbuy.com/site/msi-commercial-14-h-a13mg-14-laptop-intel-core-i7-with-16gb-memory-512-gb-ssd-solid-gray-gray/6571737.p?skuId=6571737,,,,,,,,,,,,,"Solid Gray, Gray",,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6571/6571737_sd.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Iris Xe Graphics,2023,,,5 gigahertz,,,,,Integrated,,DDR4 SDRAM,Yes,No
,,,,,,,,,,Yes,,,,,,,,1000 gigabytes,,,,10-core,,,,,,2024-12-05 03:58:16,,3.5 pounds,,"Apple MacBook Pro 14"" (2021) Pre-Owned 3024x1964 - M1 Pro 10 Core CPU with 16GB Memory - 16 Core GPU - 1TB SSD",,3024 x 1964,,,,,Apple M1 Pro,,Be the first to write a review,,,,,,,Apple,Yes,,,,,,,Apple,,Gold,,,,,No,1000 gigabytes,14 inches,,14 inches,,,8.71 inches,,,,,,1 year,,2 x Thunderbolt 4,,1000 gigabytes,Lithium-polymer,"$1,349.99Your price for this item is $1,349.99",,2 x Thunderbolt 4,,yes,,Apple,,"Apple MacBook Pro 14"" (2021) Pre-Owned 3024x1964 - M1 Pro 10 Core CPU with 16GB Memory - 16 Core GPU - 1TB SSD - Space Gray",Mac OS,,12.31 inches,Apple M1 Pro,Apple M1 Pro,,1 year,,,3024 x 1964,,,,Lithium-polymer,,,604467075559,Space Gray,,,,Yes,SSD,,,16 gigabytes,,,16 gigabytes,,Yes,MKGQ3LL/A,,,,Wi-Fi,,,SSD,,Apple M1 Pro 16-core,,,,,,,,,,,,,https://www.bestbuy.com/site/apple-macbook-pro-14-2021-pre-owned-3024x1964-m1-pro-10-core-cpu-with-16gb-memory-16-core-gpu-1tb-ssd-space-gray/6572632.p?skuId=6572632,,,,,,,,,,,,,Space Gray,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/c6252f04-f44e-483c-beec-ec0e699ecb1f.jpg;maxHeight=640;maxWidth=550;format=webp,Apple M1 Pro 16-core,2021,,,,,,,,Integrated,,Not provided,Yes,No
,,,,,,,,,,No,,2,,,,,,1000 gigabytes,,,,10-core,,,,,,2024-12-05 03:58:22,,3 pounds,,"Geek Squad Certified Refurbished MacBook Pro 13.3"" Laptop - Apple M2 chip - 16GB Memory - 1TB SSD",,2560 x 1600,,,2 x USB-C,,Apple M2,,Be the first to write a review,,0.61 inches,,,,,Apple,Yes,,,,,,,Apple,,,,,,"Photos, iMovie, GarageBand, Pages, Numbers, Keynote, Siri, Safari, Mail, FaceTime, Messages, Maps, News, Stocks, Home, Voice Memos, Notes, Calendar, Contacts, Reminders, Photo Booth, Preview, Music, Podcasts, TV, Books, App Store",No,1000 gigabytes,13.3 inches,,13.3 inches,,,11.97 inches,,,,,,90 days,,2 x Thunderbolt 3,,1000 gigabytes,Lithium-polymer,"$1,453.99Your price for this item is $1,453.99",,2 x Thunderbolt 3,,yes,,Apple,,"Geek Squad Certified Refurbished MacBook Pro 13.3"" Laptop - Apple M2 chip - 16GB Memory - 1TB SSD - Space Gray",macOS Monterey 12,,8.36 inches,Apple M2,Apple M2,,90 days,,,2560 x 1600,,,,Lithium-polymer,,,400065502530,Space Gray,,,,Yes,SSD,,,16 gigabytes,,,16 gigabytes,,Yes,GSRF Z16S0LL/A,,,,Wi-Fi,,,SSD,,Apple M2 10-core,,,,,,,,,,,,,https://www.bestbuy.com/site/geek-squad-certified-refurbished-macbook-pro-13-3-laptop-apple-m2-chip-16gb-memory-1tb-ssd-space-gray/6550253.p?skuId=6550253,,,,,,,,,,,,,Space Gray,,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6550/6550253_sd.jpg;maxHeight=640;maxWidth=550;format=webp,Apple M2 10-core,2022,,,,,,,,Integrated,,DDR4,Yes,No
,IPS,,,,,None,10/100/1000,,,No,Hi-Resolution Audio,4,3.7 gigahertz,,,,No,1000 gigabytes,,90 hours,,,,,4-cell,NVMe,,2024-12-05 03:58:28,,5.89 pounds,,"Vector GP68 HX 13V 16"" Laptop - Intel Core i7 with 16GB Memory - 1 TB SSD",,1900 x 1200 (WUXGA),,,"3 x USB-A 3.2, 2 x USB-C 3.2",,13700H,,(2 Reviews),2,1 3/25 inches,,No,330 watts,,Intel,Yes,,Yes,3.7 gigahertz,,,,NVIDIA,,,IPS,,,,No,1000 gigabytes,16 inches,45 percent,16 inches,,Air,14 1/10 inches,,144Hz,Yes,,2,1 year limited,,1 x Thunderbolt 4,,1000 gigabytes,Other,"$1,799.99Your price for this item is $1,799.99",,1 x Thunderbolt 4,,yes,4800 megahertz,MSI,,"MSI - Vector GP68 HX 13V 16"" Laptop - Intel Core i7 with 16GB Memory - 1 TB SSD - Cosmo Gray, Gray",Windows 11 Home,,11 1/5 inches,Intel 13th Generation Core i7,Intel 13th Generation Core i7,,1 year limited,Ray tracing,,1900 x 1200 (WUXGA),,,,Other,Air,,824142324998,Gray,144Hz,,No,Yes,SSD,,,16 gigabytes,90 hours,,16 gigabytes,,Yes,VECTOR GP68HX 13VH-054US,1,,GDDR6,Bluetooth,,,SSD,,NVIDIA GeForce RTX 4080,LED,,None,2,,,,,,64 gigabytes,720p,Yes,https://www.bestbuy.com/site/msi-vector-gp68-hx-13v-16-laptop-intel-core-i7-with-16gb-memory-1-tb-ssd-cosmo-gray-gray/6550566.p?skuId=6550566,,,Magnesium alloy,,,Yes,5.0,12 gigabytes,RGB,No,,,"Cosmo Gray, Gray",,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6550/6550566_sd.jpg;maxHeight=640;maxWidth=550;format=webp,NVIDIA GeForce RTX 4080,2023,,,5 gigahertz,,1,,,Dedicated,,DDR5 SDRAM,No,No
,IPS,,,,,None,10/100/1000,,,No,DTS® X:Ultra,5,5 gigahertz,,,,,512 gigabytes,,,,16-core,,,,,,2024-12-05 03:58:34,400 nits,5.73 pounds,,"Predator Helios Neo 16"" WUXGA 165Hz IPS Gaming Laptop -  Intel i7-13700HX – GeForce RTX 4050  with 16GB DDR5– 512GB SSD",,1920 x 1200 (WUXGA),,,3 x USB-A 3.2,,13700HX,,(308 Reviews),2,1.11 inches,,,,,Intel,Yes,,Yes,5 gigahertz,,,,NVIDIA,,,IPS,AX,400 nits,,No,512 gigabytes,16 inches,,16 inches,,Air,14.18 inches,,165Hz,Yes,,2,1 year,,"2 x Thunderbolt 4, 1 x HDMI 2.1",,512 gigabytes,Lithium-ion,"$1,282.99Your price for this item is $1,282.99",,"2 x Thunderbolt 4, 1 x HDMI 2.1",,yes,,Acer,,"Acer - Predator Helios Neo 16"" WUXGA 165Hz IPS Gaming Laptop -  Intel i7-13700HX – GeForce RTX 4050  with 16GB DDR5– 512GB SSD - Steel Gray",Windows 11 Home,,11.02 inches,Intel 13th Generation Core i7,Intel 13th Generation Core i7,,1 year,"DLSS 3 (Deep Learning Super Sampling), Ray tracing",,1920 x 1200 (WUXGA),,,,Lithium-ion,,,195133181129,Gray,165Hz,,,Yes,SSD,,100 percent,16 gigabytes,,Kensington Security Slot (K-Slot),16 gigabytes,,Yes,PHN16-71-73RR,1,,,"Bluetooth, Wi-Fi",,,SSD,No,NVIDIA GeForce RTX 4050,LCD,,,,,,,,,32 gigabytes,1080p,Yes,https://www.bestbuy.com/site/acer-predator-helios-neo-16-wuxga-165hz-ips-gaming-laptop-intel-i7-13700hx-geforce-rtx-4050-with-16gb-ddr5-512gb-ssd-steel-gray/6541304.p?skuId=6541304,,,,,,Yes,4.7,6 gigabytes,RGB,,,Precision,Steel Gray,,,Wi-Fi 6,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/c225ba5e-8fc0-429c-9427-16ff5f3b646a.jpg;maxHeight=640;maxWidth=550;format=webp,NVIDIA GeForce RTX 4050,2023,,,,,2,,1,Dedicated,Cable lock slot,DDR5,No,No
,IPS,,,,,,,1,,No,Dolby Atmos Speaker System,3,2.4 gigahertz,,,,No,512 gigabytes,,13 hours,,4-core (quad-core),,,4-cell,NVMe,,2024-12-05 03:58:42,300 nits,3.97 pounds,,"Geek Squad Certified Refurbished Yoga 7i 2-in-1 14"" Laptop - Intel Evo Platform Core i5 - 12GB Memory - 512GB SSD",,1920 x 1080 (Full HD),8,,1 x USB-A 3.2,,1135G7,,(11 Reviews),,0.7 inches,,Yes,65 watts,,Intel,Yes,,Yes,2.4 gigahertz,,,,Intel,,,IPS,AX,300 nits,,Yes,512 gigabytes,14 inches,72 percent,14 inches,,Air,14.07 inches,,,Yes,,,90 Days,Copilot,2 x Thunderbolt,,512 gigabytes,Lithium-polymer,$641.99Your price for this item is $641.99,,2 x Thunderbolt,,yes,3200 megahertz,Lenovo,,"Lenovo - Geek Squad Certified Refurbished Yoga 7i 2-in-1 14"" Laptop - Intel Evo Platform Core i5 - 12GB Memory - 512GB SSD - Dark Moss",Windows 10 Home,,9.36 inches,Intel 11th Generation Core i5 Evo Platform,Intel 11th Generation Core i5 Evo Platform,,90 days,,,1920 x 1080 (Full HD),,,,Lithium-polymer,,,400064709213,Green,,USB-C,Yes,Yes,SSD,No,,12 gigabytes,13 hours,,12 gigabytes,,Yes,GSRF 82BH0006US,,,,Wi-Fi,,,SSD,,Intel Iris Xe Graphics,LCD,,,,,,,,,,720p,,https://www.bestbuy.com/site/lenovo-geek-squad-certified-refurbished-yoga-7i-2-in-1-14-laptop-intel-evo-platform-core-i5-12gb-memory-512gb-ssd-dark-moss/6470921.p?skuId=6470921,,Amazon Alexa,,,,No,3.1,,,,,,Dark Moss,,,Wi-Fi 6,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6426/6426710_sd.jpg;maxHeight=640;maxWidth=550;format=webp,Intel Iris Xe Graphics,2021,,,4.2 gigahertz,64-bit,2,,,Integrated,Fingerprint reader,DDR4,No,Yes
,IPS,,,,,None,,,,No,,3,,,,,No,256 gigabytes,,,,4-core (quad-core),,,3-cell,,,2024-12-05 03:58:48,,3.2 pounds,,"Pro x360 435 G10 2-in-1 13.3"" Touch Screen Laptop - AMD Ryzen 3 with 8GB Memory - 256 GB SSD",,1920 x 1080 (Full HD),,,3 x USB-A,,7330U,,Be the first to write a review,,0.7 inches,,Yes,45 watts,,AMD,No,,,,,,,AMD Radeon,,,IPS,,,,Yes,256 gigabytes,13.3 inches,,13.3 inches,,,12 1/10 inches,,,,,,1 year limited,,1 x HDMI,,256 gigabytes,Lithium-ion,$839.99Your price for this item is $839.99,,1 x HDMI,,yes,3200 megahertz,HP,,"HP - Pro x360 435 G10 2-in-1 13.3"" Touch Screen Laptop - AMD Ryzen 3 with 8GB Memory - 256 GB SSD - Pike Silver Aluminum, Gray",Windows 11 Pro,,8 4/5 inches,AMD Ryzen 3 7000 Series,AMD Ryzen 3 7000 Series,,1 year limited,,,1920 x 1080 (Full HD),,,,Lithium-ion,,,197192842225,Silver,,,Yes,Yes,SSD,,,8 gigabytes,,,8 gigabytes,,Yes,7P3C3UT#ABA,,,DDR4 SDRAM,Bluetooth,,,SSD,,AMD Radeon,LCD,,None,,,,,,,,,,https://www.bestbuy.com/site/hp-pro-x360-435-g10-2-in-1-13-3-touch-screen-laptop-amd-ryzen-3-with-8gb-memory-256-gb-ssd-pike-silver-aluminum-gray/6576539.p?skuId=6576539,,,,,,,,,,,,,"Pike Silver Aluminum, Gray",,,,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6576/6576539_rd.jpg;maxHeight=640;maxWidth=550;format=webp,AMD Radeon,2023,,,4.3 gigahertz,,,,1,Integrated,,DDR4 SDRAM,Yes,Yes
