Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Operating_System,Display_Resolution,Extracted_Rating,Battery_Life(Hours_Upto),Price,Stock,Time_Of_Extraction,URL,Source,Storage_Capacity(GB),Display_Size(Inches),RAM(GB),No_Of_Reviews,Laptop_Dimensions,Laptop_Weight(Pounds),No_of_Reviews
Dell,Dell G Series 16 7630 Laptop,G7630-9926GRY-PUS,Intel,Core i9,SSD,Windows 11 Home,2560x1600 Pixels,4.0,,1599.99,True,2024-11-04 19:15:05,https://www.amazon.com/Dell-G16-7630-Gaming-Laptop/dp/B0D1KRP6SF/ref=sr_1_484?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-484,Amazon,2048,16.0,16,90,0.98 x 14.05 x 11.37 inches,6.32,
Apple,MacBook Pro,,Intel,Core i5-3210M,SSD,Chrome OS,1280 x 800,3.8,7.0,178.0,True,2024-11-04 19:15:09,https://www.amazon.com/Apple-Macbook-Computer-MD101LLA-Renewed/dp/B07K1QXT6V/ref=sr_1_485?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-485,Amazon,500,13.3,8,245,0.95 x 9.82 x 14.35 inches,4.5,
acer,Acer Aspire 3,Acer Aspire 3,AMD,Ryzen 7,SSD,Windows 11 Home,1920 x 1080 Pixels,4.0,,454.0,True,2024-11-04 19:15:14,https://www.amazon.com/acer-Aspire-Processor-DealExpress-Accessories/dp/B0CZHHL8PV/ref=sr_1_486?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-486,Amazon,512,15.6,16,45,0.70 x 9.80 x 14.40 inches,3.9,
ist computers,V15 Gen 4 Business Laptop,V15 G4,AMD,AMD Ryzen 7,SSD,Windows 11 Pro,1920x1080 Pixels,4.5,7.8,689.98,True,2024-11-04 19:15:18,https://www.amazon.com/V15-Business-Anti-glare-i7-1355U-Ethernet/dp/B0B6PNP2TW/ref=sr_1_487?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-487,Amazon,2048,15.6,40,3,0.78 x 9.28 x 14.14 inches,3.64,
Microsoft,Surface Pro,EEB-00001,Intel,Core i7,SSD,Windows 11,2880 x 1920 Pixels,4.1,,1289.99,True,2024-11-04 19:15:22,https://www.amazon.com/Microsoft-Surface-Pro-Touchscreen-Platform/dp/B09DK2JCX1/ref=sr_1_488?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-488,Amazon,2048,13.0,16,68,0.36 x 8.20 x 11.30 inches,0.634,
Apple,MacBook Pro,Myda2ll/a,Apple,Apple M1,SSD,Mac OS,2736 x 1824 Pixels,4.3,20.0,799.0,True,2024-11-04 19:15:25,https://www.amazon.com/Apple-MacBook-512GB-Space-Renewed/dp/B09TN8R5Y5/ref=sr_1_489?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-489,Amazon,512,13.3,16,65,4.20 x 11.50 x 15.20 inches,4.59,
HP,Envy 16t-h1000,,Intel,Core i7,SSD,Windows 11 Pro,2560 x 1600 pixels,,,3429.99,True,2024-11-04 19:15:36,https://www.amazon.com/HP-Performance-i7-13700H-Thunderbolt-Expander/dp/B0D952T4Y9/ref=sr_1_491?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-491,Amazon,16384,16.0,4,0,0.85 x 10.00 x 14.00 inches,5.0,
HP,250 G9,7X9D2UTABA,Intel,Core i5,SSD,Windows 11 Pro,1920 x 1080 Pixels,5.0,8.3,473.0,True,2024-11-04 19:15:42,https://www.amazon.com/HP-Smart-I5-1235U-15-6IN-512GB/dp/B0C21BWVTT/ref=sr_1_492?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-492,Amazon,512,15.6,16,2,0.78 x 14.10 x 9.50 inches,3.84,
ApoloSign,NJP1561P,NJP1561P,Intel,Celeron N,SSD,Windows 11 Home,1920x1080 Pixels,4.1,8.0,289.99,True,2024-11-04 19:15:46,https://www.amazon.com/ApoloSign-Computer-Expandable-1920x1200-Speakers/dp/B0D1TT9PRV/ref=sr_1_493?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-493,Amazon,512,15.6,12,42,2.00 x 22.85 x 35.80 inches,2.65,
Lenovo,21M7003KXDS,21M7003KXDS,Intel,Core i7 Family,SSD,Windows 11 Pro,1920 x 1200 Pixels,,6.0,1149.0,True,2024-11-04 19:15:51,https://www.amazon.com/Lenovo-ThinkPad-Graphics-Fingerprint-Thunderbolt/dp/B0DD3YVJRR/ref=sr_1_494?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-494,Amazon,2048,14.0,32,0,0.71 x 8.63 x 12.32 inches,3.17,
HP,TPN-C160,TPN-C160,Intel,Core i7 Family,SSD,Windows 11 Pro,1920 x 1080 Pixels,4.1,,1384.02,True,2024-11-04 19:15:56,https://www.amazon.com/HP-Touchscreen-i7-13700H-Processor-Backlit/dp/B0CFCJXF4D/ref=sr_1_495?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-495,Amazon,4096,17.3,16,95,0.77 x 10.20 x 15.68 inches,5.49,
Lenovo,IdeaPad 1 15IAU7,,Intel,1215U,SSD,Windows 11 Home,1920 x 1080 Pixels,,,489.0,True,2024-11-04 19:16:03,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MTA3MjU0ODQ5NzA4MTg5OjE3MzA2NzY4MTk6c3BfbXRmX2Jyb3dzZTozMDA0NDExNTExNzQzMDI6OjA6Og&url=%2FLenovo-IdeaPad-Touchscreen-i3-1215U-External%2Fdp%2FB0DBQVFBTQ%2Fref%3Dsr_1_497_sspa%3Fdib%3DeyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA%26dib_tag%3Dse%26qid%3D1730676819%26s%3Dpc%26sr%3D1-497-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,512,15.6,16,0,0.70 x 9.29 x 14.18 inches,3.59,
Dell,Latitude 3540 Laptop,,Intel,1355U,SSD,Windows 11 Professional,1920x1080 MP,,,1772.95,True,2024-11-04 19:16:07,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MTA3MjU0ODQ5NzA4MTg5OjE3MzA2NzY4MTk6c3BfbXRmX2Jyb3dzZTozMDA1MDE0NzE3MDQyMDI6OjA6Og&url=%2FDell-Latitude-3540-Laptop-1920x1080%2Fdp%2FB0D7BNFZV3%2Fref%3Dsr_1_498_sspa%3Fdib%3DeyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA%26dib_tag%3Dse%26qid%3D1730676819%26s%3Dpc%26sr%3D1-498-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl%26psc%3D1,Amazon,4000,15.6,64,0,0.71 x 14.13 x 9.44 inches,4.0,
Dell,Dell Latitude,Latitude 5400,Intel,Intel Core i5,SSD,Windows 10 Pro,1920 x 1080 Pixels,4.2,,140.0,True,2024-11-04 19:16:11,https://www.amazon.com/Dell-Latitude-i5-8365U-1920x1080-Windows/dp/B08DM9TX5C/ref=sr_1_499?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-499,Amazon,256,14.0,16,137,1.00 x 8.00 x 14.00 inches,4.0,
acer,Acer Nitro V Gaming Laptop,ANV15-41-R5N6,AMD,Ryzen 5,SSD,Windows 11 Home,1920 x 1080,4.3,,733.97,True,2024-11-04 19:16:17,https://www.amazon.com/acer-Hexa-Core-Processor-GeForce-ANV15-41-R5N6/dp/B0CX2PS48B/ref=sr_1_500?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-500,Amazon,512,15.6,8,31,0.93 x 9.44 x 14.26 inches,4.63,
ACEMAGIC,AX16,AX16,Intel,Intel Mobile CPU,SSD,Windows 11,1920x1200 Pixels,4.4,,479.97,True,2024-11-04 19:16:21,https://www.amazon.com/ACEMAGIC-Computer-Powered-Processor-Traditional/dp/B0DHV55W2Z/ref=sr_1_501?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-501,Amazon,512,16.0,16,21,0.70 x 9.90 x 14.25 inches,3.74,
HP,HP 255,G10,AMD,Ryzen 3,SSD,Windows 11 Pro,1920 x 1080 Pixels,4.5,,499.0,True,2024-11-04 19:16:24,https://www.amazon.com/HP-G10-Essential-Quad-Core-Processor/dp/B0DJH9FGD4/ref=sr_1_502?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-502,Amazon,512,15.6,32,24,0.71 x 9.26 x 14.17 inches,5.0,
HP,HP 17,HP 17,Intel,Pentium,SSD,Windows 11,1600 x 900 Pixels,4.2,8.0,695.0,True,2024-11-04 19:16:30,https://www.amazon.com/HP-Computer-17-3-Touchscreen-Business/dp/B0CQTLKQ4M/ref=sr_1_503?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-503,Amazon,2048,17.0,32,55,0.78 x 10.15 x 15.78 inches,4.6,
ZENAERO,ExceBook,ExceBook,Intel,Celeron N4000,SSD,Windows 11 Pro,1920 x 1080 Pixels,4.5,4.0,199.99,True,2024-11-04 19:16:34,https://www.amazon.com/ZENAERO-Display%E4%B8%A83xUSB-A%E4%B8%A8RJ45%E4%B8%A8HD-Port%E4%B8%A8Wi-Fi-Notebook/dp/B0D4D4V9F4/ref=sr_1_504?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-504,Amazon,256,15.6,8,40,9.17 x 0.39 x 14.05 inches,3.53,
ASUS,F1704ZA,F1704ZA,Intel,Pentium,SSD,Windows 11 Home,1920 x 1080 Pixels,4.8,,539.0,True,2024-11-04 19:16:38,https://www.amazon.com/ASUS-Vivobook-Pentium-Bluetooth-Windows/dp/B0DDW1KRF6/ref=sr_1_505?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-505,Amazon,2048,17.3,12,12,0.78 x 10.01 x 15.72 inches,4.62,
HP,hp,1FX82UTABA-Gray-B-cr,Intel,Celeron,SSD,Chrome OS,1366 x 768 Pixels,3.6,30.0,59.99,True,2024-11-04 19:16:43,https://www.amazon.com/HP-Chromebook-Laptop-Celeron-1-60GHz/dp/B0BZ565D6Z/ref=sr_1_506?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-506,Amazon,16,11.6,4,71,10.00 x 2.00 x 14.00 inches,2.7,
HP,2024 Flagship HP 17 Laptop,2024 Flagship HP 17 Laptop,Intel,Core i3,SSD,Windows 11 Pro,1920 x 1080 Pixels,4.4,,558.2,True,2024-11-04 19:16:48,https://www.amazon.com/HP-Flagship-Business-Laptop-HubxcelAccessory/dp/B0D166J71P/ref=sr_1_507?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-507,Amazon,2048,17.3,32,17,0.78 x 10.15 x 15.78 inches,4.6,
Lenovo,Legion Pro 7i Gen 9 Intel,83DE005CUS,Intel,Core i9,SSD,Windows 11 Home,2560x1600 Pixels,5.0,,2439.96,True,2024-11-04 19:16:51,https://www.amazon.com/Lenovo-Legion-Laptop-i9-14900Hx-GeForce/dp/B0D3H7Q8TR/ref=sr_1_508?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-508,Amazon,4096,16.0,32,1,10.32 x 1.02 x 14.31 inches,10.44,
HP,TPN-I139_767K9AV,TPN-I139_767K9AV,Intel,Core i5,SSD,Windows 11 Home,1600 x 900 Pixels,4.5,,669.99,True,2024-11-04 19:16:54,https://www.amazon.com/HP-Premium-Touchscreen-i5-1335U-Backlit/dp/B0CKJ6G3N2/ref=sr_1_509?dib=eyJ2IjoiMSJ9.cDUX2Z_b5Aj14BHG_R5hXG9Gb5AOOZ9Z8CNF6ZbmR2xgJYo6X9kdbg4ufKdpn_QTkUcF-3VbCA_ixLtUjZMA2wrcGpmR0tp4lIcGoCtn79aeNThXQHAlMapelrdD2ypshXkXSwDkpXgt5cJjQraLwN31oq7XhYS-4PXouN18fzkCDZvf5GAdwcVmyO3UovXW7-2AL1mCseI1463tm2bVfocpnw83Yqx4jsdV7SF0MBsBHo0bXoGmVkeW9Q1_EJnht6LyM-UT5UR-u_c31DykIEGgTYIkDObTyH_WVJnJYDg.VsgIyVVIH9LywHcFtxrC1AeuRgnwismevodvYNKTXrA&dib_tag=se&qid=1730676819&s=pc&sr=1-509,Amazon,2048,17.3,16,38,0.81 x 10.15 x 15.78 inches,6.5,
